id:ID,mention,frequency:int,node_type:LABEL,sections
1,CDKN1a,1,GENE_PRODUCT,ABSTRACT
7,ISS,1,GENE_PRODUCT,INTRODUCTION
27,lacunar,1,GENE_PRODUCT,Spaceflight Causes Osteoclast and Osteocyte-Mediated Bone Loss in the Pelvic Region of Mice
41,Cdh4,1,GENE_PRODUCT,Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone
42,Vcam1,1,GENE_PRODUCT,Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone
43,Itgal,1,GENE_PRODUCT,Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone
44,Icam1,1,GENE_PRODUCT,Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone
47,Sparc,1,GENE_PRODUCT,Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone
52,qPCR,1,GENE_PRODUCT,Spaceflight Suppresses Pro-Osteogenic Growth and Proliferation Gene Expression in Bone
55,Egr1,1,GENE_PRODUCT,Spaceflight Suppresses Pro-Osteogenic Growth and Proliferation Gene Expression in Bone
56,Myod1,1,GENE_PRODUCT,Spaceflight Suppresses Pro-Osteogenic Growth and Proliferation Gene Expression in Bone
59,Sox9,1,GENE_PRODUCT,Spaceflight Suppresses Pro-Osteogenic Growth and Proliferation Gene Expression in Bone
62,qPCR,1,GENE_PRODUCT,Spaceflight Induces CDKN1a/p21 but Not Trp53/p53 Expression in Bone
64,Mdm2,1,GENE_PRODUCT,Spaceflight Induces CDKN1a/p21 but Not Trp53/p53 Expression in Bone
66,Cdkn2b,1,GENE_PRODUCT,Spaceflight Induces CDKN1a/p21 but Not Trp53/p53 Expression in Bone
67,Mul1,1,GENE_PRODUCT,Spaceflight Induces CDKN1a/p21 but Not Trp53/p53 Expression in Bone
69,Cradd,1,GENE_PRODUCT,Spaceflight Induces CDKN1a/p21 but Not Trp53/p53 Expression in Bone
70,Fbxo3,1,GENE_PRODUCT,Spaceflight Induces CDKN1a/p21 but Not Trp53/p53 Expression in Bone
75,3kinase,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
76,Akt,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
77,MAP,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
78,Moloney,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
79,Mos,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
80,Egr1,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
82,Ras,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
83,Nf1,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
84,Sos1,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
85,KRas,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
88,Akt1,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
89,lacunar,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
93,IkBa,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
97,Eif4ebp1,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
100,NFkB,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
101,Egr1,1,GENE_PRODUCT,Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction
116,nanoCT,1,GENE_PRODUCT,DISCUSSION
121,Nakano,1,GENE_PRODUCT,DISCUSSION
124,TRAP,1,GENE_PRODUCT,DISCUSSION
128,ECM,1,GENE_PRODUCT,DISCUSSION
130,TRAP,1,GENE_PRODUCT,DISCUSSION
131,Tumor,1,GENE_PRODUCT,DISCUSSION
136,CDKN1a,1,GENE_PRODUCT,DISCUSSION
