:START_ID,:END_ID,type:TYPE,method,trigger,evidence_span,section_heading,sentence_id:int
41,42,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"4A, Table 3).Among matrix metalloproteinases, MMP 1, 3, and 10 showed significant up-regulation in flight samples compared to ground controls (12.94,2.98, and 16.85 fold respectively, p,0.05), while MMP inhibitors, TIMP 1, 2, and 3, display",Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone,65
41,43,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"4A, Table 3).Among matrix metalloproteinases, MMP 1, 3, and 10 showed significant up-regulation in flight samples compared to ground controls (12.94,2.98, and 16.85 fold respectively, p,0.05), while MMP inhibitors, TIMP 1, 2, and 3, display",Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone,65
41,44,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"4A, Table 3).Among matrix metalloproteinases, MMP 1, 3, and 10 showed significant up-regulation in flight samples compared to ground controls (12.94,2.98, and 16.85 fold respectively, p,0.05), while MMP inhibitors, TIMP 1, 2, and 3, display",Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone,65
42,43,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"4A, Table 3).Among matrix metalloproteinases, MMP 1, 3, and 10 showed significant up-regulation in flight samples compared to ground controls (12.94,2.98, and 16.85 fold respectively, p,0.05), while MMP inhibitors, TIMP 1, 2, and 3, display",Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone,65
42,44,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"4A, Table 3).Among matrix metalloproteinases, MMP 1, 3, and 10 showed significant up-regulation in flight samples compared to ground controls (12.94,2.98, and 16.85 fold respectively, p,0.05), while MMP inhibitors, TIMP 1, 2, and 3, display",Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone,65
43,44,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"4A, Table 3).Among matrix metalloproteinases, MMP 1, 3, and 10 showed significant up-regulation in flight samples compared to ground controls (12.94,2.98, and 16.85 fold respectively, p,0.05), while MMP inhibitors, TIMP 1, 2, and 3, display",Spaceflight Induces MMP-Mediated Extracellular Matrix Remodeling in Bone,65
55,56,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,", we found several genes associated with cell growth and differentiation that were altered, including Egr1, Myod1, and Fgf3 which were down-regulated (22.30, 21.61, and 21.7 fold respectively, p,0.05), while Twist1 and Fgf1 were up-regulate",Spaceflight Suppresses Pro-Osteogenic Growth and Proliferation Gene Expression in Bone,73
66,67,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"6G, Table 3).Several genes associated with cell cycle regulation were also altered in flight samples including cell cycle arrest related genes Fbxo4, Fbxo31, Btg2, and Cdkn2b (1.87, 1.74, 21.50, and 1.41 fold respectively, p,0.05), and cell",Spaceflight Induces CDKN1a/p21 but Not Trp53/p53 Expression in Bone,79
69,70,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"6G, Table 3).Several genes related to the induction of apoptosis were also altered including, Cradd, Dapk1, Fbxo3, which were up-regulated in flight samples (1.62, 1.53, and 1.48 fold respectively, p,0.01) (Fig. 6G).Hecw2, which acts to sta",Spaceflight Induces CDKN1a/p21 but Not Trp53/p53 Expression in Bone,80
75,76,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
75,77,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
75,78,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
75,79,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
75,80,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
76,77,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
76,78,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
76,79,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
76,80,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
77,78,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
77,79,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
77,80,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
78,79,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
78,80,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
79,80,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"As cell signaling promoting cell survival via phosphoinositide 3kinase (Pi3K)/protein kinase B (Akt) and cell proliferation via Mitogen Activated Protein Kinase (MAP kinase) can both be activated in response to mechano-transduction, and as ",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,85
82,83,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"5, Table 3).Several molecules associated with Ras signaling displayed alterations, including Nf1 (21.45 fold, p,0.05) and Sos1 (22.51 fold, p,0.01); however, only small changes in KRas expression was found (21.24 fold, p,0.05) (Fig.",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,86
82,84,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"5, Table 3).Several molecules associated with Ras signaling displayed alterations, including Nf1 (21.45 fold, p,0.05) and Sos1 (22.51 fold, p,0.01); however, only small changes in KRas expression was found (21.24 fold, p,0.05) (Fig.",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,86
82,85,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"5, Table 3).Several molecules associated with Ras signaling displayed alterations, including Nf1 (21.45 fold, p,0.05) and Sos1 (22.51 fold, p,0.01); however, only small changes in KRas expression was found (21.24 fold, p,0.05) (Fig.",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,86
83,84,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"5, Table 3).Several molecules associated with Ras signaling displayed alterations, including Nf1 (21.45 fold, p,0.05) and Sos1 (22.51 fold, p,0.01); however, only small changes in KRas expression was found (21.24 fold, p,0.05) (Fig.",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,86
83,85,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"5, Table 3).Several molecules associated with Ras signaling displayed alterations, including Nf1 (21.45 fold, p,0.05) and Sos1 (22.51 fold, p,0.01); however, only small changes in KRas expression was found (21.24 fold, p,0.05) (Fig.",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,86
84,85,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"5, Table 3).Several molecules associated with Ras signaling displayed alterations, including Nf1 (21.45 fold, p,0.05) and Sos1 (22.51 fold, p,0.01); however, only small changes in KRas expression was found (21.24 fold, p,0.05) (Fig.",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,86
100,101,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Analysis of NFkB transcriptional target genes involved in cell adhesion, regulation of apoptosis and growth factors and ligands including Traf1, BMP4, Egr1, p53, and MMP3 (repressor) were found to be down-regulated, indicating inhibition of",Spaceflight Alters Gene Expression That Can Interfere with Survival and Mitogenic Signal Transduction,93
143,144,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"In addition to bone, our gene expression results also show accumulation of p21 in muscle (Fig. 6) and heart tissue (A.Kumar, E.A.C. Almeida, and R.K. Globus, unpublished results).One possible mechanism for systemic expression of CDKN1a/p21 ",DISCUSSION,140
143,145,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"In addition to bone, our gene expression results also show accumulation of p21 in muscle (Fig. 6) and heart tissue (A.Kumar, E.A.C. Almeida, and R.K. Globus, unpublished results).One possible mechanism for systemic expression of CDKN1a/p21 ",DISCUSSION,140
143,146,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"In addition to bone, our gene expression results also show accumulation of p21 in muscle (Fig. 6) and heart tissue (A.Kumar, E.A.C. Almeida, and R.K. Globus, unpublished results).One possible mechanism for systemic expression of CDKN1a/p21 ",DISCUSSION,140
144,145,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"In addition to bone, our gene expression results also show accumulation of p21 in muscle (Fig. 6) and heart tissue (A.Kumar, E.A.C. Almeida, and R.K. Globus, unpublished results).One possible mechanism for systemic expression of CDKN1a/p21 ",DISCUSSION,140
144,146,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"In addition to bone, our gene expression results also show accumulation of p21 in muscle (Fig. 6) and heart tissue (A.Kumar, E.A.C. Almeida, and R.K. Globus, unpublished results).One possible mechanism for systemic expression of CDKN1a/p21 ",DISCUSSION,140
145,146,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"In addition to bone, our gene expression results also show accumulation of p21 in muscle (Fig. 6) and heart tissue (A.Kumar, E.A.C. Almeida, and R.K. Globus, unpublished results).One possible mechanism for systemic expression of CDKN1a/p21 ",DISCUSSION,140
149,150,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Although we have found no cellular evidence of increased apoptosis, several apoptosis-related genes were also upregulated in flight samples including Cradd, Dapk1, Fbxo31, Hecw2 and MAPK10 (Table 3).The expression of these genes without inc",DISCUSSION,144
149,151,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Although we have found no cellular evidence of increased apoptosis, several apoptosis-related genes were also upregulated in flight samples including Cradd, Dapk1, Fbxo31, Hecw2 and MAPK10 (Table 3).The expression of these genes without inc",DISCUSSION,144
